"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"381","Tomon Fox (NYG)","14","9","1","0","0","0","0","0","14","0.0","0.0","0.3%"
"382","Israel Antwine (FA)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"383","Andrew Trainer (LAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"384","Daniel Hardy (LAR)","0","3","0","0","0","0","0","0","5","0.0","0.0","0.4%"
"385","BJ Ojulari (ARI)","0","0","0","0","0","0","0","0","0","0","0","2.5%"
"386","Bryan Bresee (NO)","0","0","0","0","0","0","0","0","0","0","0","2.6%"
"387","Derick Hall (SEA)","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"388","Habakkuk Baldonado (NYG)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"389","Isaiah Foskey (NO)","0","0","0","0","0","0","0","0","0","0","0","2.1%"
"390","Jalen Carter (PHI)","0","0","0","0","0","0","0","0","0","0","0","17.8%"
"391","Myles Murphy (CIN)","0","0","0","0","0","0","0","0","0","0","0","6.3%"
"392","Will Anderson Jr. (HOU)","0","0","0","0","0","0","0","0","0","0","0","34.0%"
"393","Haggai Ndubuisi (DEN)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"394","Curtis Brooks (TEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"395","James Houston (DET)","10","0","8","0","0","1","0","0","7","0.0","0.0","2.5%"
"396","Jordan Jackson (DEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"397","Nolan Smith (PHI)","0","0","0","0","0","0","0","0","0","0","0","7.9%"
"398","Troy Hairston II (HOU)","0","0","0","0","0","0","0","0","12","0.0","0.0","0.0%"
"399","Adedayo Odeleye (HOU)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"400","Sebastian Gutierrez (KC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"401","Owen Carney Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"402","Dylan Cook (PIT)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"403","Mike Greene (TB)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"404","Benton Whitley (MIN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"405","Zacch Pickens (CHI)","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"406","Jaquelin Roy (MIN)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"407","Gervon Dexter (CHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"408","Robert Beal Jr. (SF)","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"409","Siaki Ika (CLE)","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"410","Colby Wooden (GB)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"411","DaMarcus Mitchell (NE)","0","0","0","0","0","0","0","0","7","0.0","0.0","7.2%"
"412","Joshua Onujiogu (SEA)","2","1","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"413","Vi Jones (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"414","Jonah Tavai (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"415","Cameron Goode (MIA)","0","0","0","0","0","0","0","0","2","0.0","0.0","0.3%"
"416","Big Kat Bryant (FA)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"417","Jonathan Ford (GB)","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"418","Kyron Johnson (PHI)","0","1","0","0","0","0","0","0","8","0.0","0.0","0.0%"
"419","Ochaun Mathis (LAR)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"420","Christopher Allen (DEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"421","Jayden Peevy (TEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"422","PJ Mustipher (DEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"423","Ali Gaye (HOU)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"424","Calijah Kancey (TB)","0","0","0","0","0","0","0","0","0","0","0","3.9%"
"425","Kalia Davis (SF)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"426","Deslin Alexandre (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"427","Jerrod Clark (LAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"428","Zach VanValkenburg (LAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"429","Jesse Luketa (ARI)","3","0","0","0","0","0","0","0","4","0.0","0.0","0.1%"
"430","Jordan Murray (IND)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"431","Noah Elliss (PHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"432","Byron Young (LV)","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"433","Ikenna Enechukwu (ATL)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"434","Desjuan Johnson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"435","Jose Ramirez (TB)","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"436","Shakel Brown (TEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"437","TK McLendon Jr. (TEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"438","Caleb Murphy (TEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"439","Andre Jones Jr. (WAS)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"440","Joshua Pryor (WAS)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"441","Spencer Waege (SF)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"442","Nic Melsop (LAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"443","Jacob Slade (ARI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"444","Jason Lewan (GB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"445","Kadeem Telfort (GB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"446","MJ Anderson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"447","Devonnsha Maxwell (CIN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"448","Cameron Young (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"449","Scott Matlock (LAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"450","David Agoha (LV)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"451","Titus Leo (IND)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"452","Byron Young (LAR)","0","0","0","0","0","0","0","0","0","0","0","2.5%"
"453","Nick Herbig (PIT)","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"454","Tavius Robinson (BAL)","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"455","Travis Bell (CHI)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"456","Viliami Fehoko Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"457","Brodric Martin (DET)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"458","Dylan Horton (HOU)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"459","Raymond Vohasek (JAC)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"460","Terrance Lang (LAC)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"461","Derek Parish (JAC)","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"462","Tyler Lacy (JAC)","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"463","BJ Thompson (KC)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"464","Calvin Avery (MIN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"465","Jordon Riley (NYG)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"466","Nesta Jade Silvera (LV)","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"467","James Nyamwaya (PIT)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"468","Kenneth Odumegwu (GB)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"469","Junior Aho (MIN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"470","Moro Ojomo (PHI)","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"471","Adam Plant Jr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"472","Markees Watts (TB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"473","Demontrey Jacobs (DEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"474","Alex Palczewski (DEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"475","Kilian Zierer (HOU)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"476","Dylan Deatherage (HOU)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"477","George Tarlas (LV)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"478","Taron Vincent (LAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"479","Antwuan Jackson (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"480","Jerron Cage (NO)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"481","Tautala Pesefea (CIN)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"482","Justus Tavai (NE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"483","Durrell Johnson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"484","Tyrus Wheat (DAL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"485","Jacob Sykes (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"486","Randy Charlton (MIA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"487","CJ Okoye (LAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"488","Chris Smith (DET)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"489","Jalen Harris (CHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"490","Caleb Sampson (IND)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"491","Truman Jones (KC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"492","Jalen Redmond (CAR)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"493","Cory Durden (DET)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"494","Zach Morton (DET)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"495","Trey Botts (BAL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"496","Lonnie Phelps (CLE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"497","D'Anthony Jones (CHI)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"498","Jamal Woods (IND)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"499","Antonio Moultrie (GB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"500","Brandon Pili (MIA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"501","Kaieem Caesar (BAL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"502","Anthony Montalvo (MIA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"503","Keondre Coburn (KC)","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"504","Keeanu Benton (PIT)","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"505","Will McDonald IV (NYJ)","0","0","0","0","0","0","0","0","0","0","0","3.8%"
"506","Tyree Wilson (LV)","0","0","0","0","0","0","0","0","0","0","0","11.3%"
"507","Felix Anudike-Uzomah (KC)","0","0","0","0","0","0","0","0","0","0","0","3.7%"
"508","Gervon Dexter Sr. (CHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"509","Karl Brooks (GB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"510","Adetomiwa Adebawore (IND)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"511","Mazi Smith (DAL)","0","0","0","0","0","0","0","0","0","0","0","2.8%"
"512","YaYa Diaby (TB)","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"513","Keion White (NE)","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"514","Kobie Turner (LAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"515","Lukas Van Ness (GB)","0","0","0","0","0","0","0","0","0","0","0","16.6%"
"516","Isaiah McGuire (CLE)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"517","Tuli Tuipulotu (LAC)","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"518","Jalen McKenzie (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"519","Jeremiah Pharms Jr. (NE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"520","DJ Dale (BUF)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"521","Zach Harrison (ATL)","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"522","Kobe Jones (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"523","Sam Kamara (CLE)","0","0","0","0","0","0","0","0","0","0","0","8.7%"
"524","Jack Heflin (NO)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"525","Austin Faoliu (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"526","Hamilcar Rashed Jr. (TB)","0","0","0","0","0","0","0","0","0","0","0","2.1%"
"527","Raymond Johnson III (CIN)","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"528","Phidarian Mathis (WAS)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"529","Tyreke Smith (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"530","Charles Snowden (TB)","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"531","Joe Tryon-Shoyinka (TB)","23","17","4","2","0","0","0","0","17","0.0","0.0","7.7%"
"532","Joshua Kaindoh (KC)","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"533","Baron Browning (DEN)","15","9","5","2","1","0","0","0","13","0.0","0.0","6.3%"
"534","Azeez Ojulari (NYG)","9","5","5.5","0","0","3","0","0","6","0.0","0.0","8.4%"
"535","Dante Stills (ARI)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"536","Ronnie Perkins (NE)","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"537","Jeremiah Moon (BAL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"538","Tarron Jackson (PHI)","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"539","Jonathan Marshall (PIT)","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"540","Josiah Bronson Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"541","Jaylen Twyman (ARI)","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"542","Zaven Collins (ARI)","63","37","2","6","1","1","0","1","16","0.0","0.0","31.8%"
"543","Aaron Patrick (DEN)","0","0","0","0","0","0","0","0","3","0.0","0.0","0.3%"
"544","Levi Onwuzurike (ARI)","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"545","Jeremiah Attaochu (FA)","2","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"546","Chandler Jones (LV)","21","17","4.5","3","0","1","3","1","15","0.0","0.0","10.0%"
"547","Emmanuel Stephens (CLE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"548","Auston English (CLE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"549","Khalil Mack (LAC)","33","17","8","2","0","2","2","0","17","0.0","0.0","24.6%"
"550","Brandon Copeland (FA)","2","3","1","0","0","0","0","0","3","0.0","0.0","0.0%"
"551","Shaquil Barrett (TB)","20","11","3","0","0","1","0","0","8","0.0","0.0","11.5%"
"552","Devon Kennard (FA)","5","2","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"553","Stylez White (MIN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"554","Von Miller (BUF)","18","3","8","2","0","1","0","0","11","0.0","0.0","17.9%"
"555","Robert Quinn (FA)","8","2","1","0","0","0","0","0","11","0.0","0.0","1.5%"
"556","Robaire Smith (CLE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"557","Demetric Evans (SF)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"558","Myron Pryor (NE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"559","Quentin Moses (MIA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"560","Uchenna Nwosu (SEA)","42","24","9.5","4","0","3","2","0","17","0.0","0.0","23.9%"
"561","Bradley Chubb (MIA)","20","19","8","1","0","3","0","0","16","0.0","0.0","14.0%"
"562","Harold Landry III (TEN)","0","0","0","0","0","0","0","0","0","0","0","27.0%"
"563","Lorenzo Carter (ATL)","29","29","4","2","1","0","1","1","17","0.0","0.0","8.8%"
"564","Da'Shawn Hand (FA)","0","0","0","0","0","0","0","0","2","0.0","0.0","1.0%"
"565","Marquis Haynes Sr. (CAR)","17","9","5","4","0","0","1","1","15","0.0","0.0","0.9%"
"566","Genard Avery (IND)","4","0","1","0","0","0","0","0","7","0.0","0.0","0.1%"
"567","Ogbonnia Okoronkwo (CLE)","32","12","5","2","0","1","0","0","17","0.0","0.0","2.0%"
"568","Maurice Hurst II Jr. (CLE)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"569","Jacob Martin (HOU)","7","7","2.5","0","0","1","0","0","14","0.0","0.0","0.7%"
"570","Mike Love (FA)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"571","Adam Butler (LV)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"572","Eli Ankou (BUF)","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"573","Ryan Anderson (FA)","1","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"574","Jeremiah Ledbetter (JAC)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"575","Samson Ebukam (IND)","21","15","5","1","0","1","1","0","15","0.0","0.0","10.6%"
"576","Alex Barrett (SF)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"577","Andrew Van Ginkel (MIA)","18","17","0.5","2","1","0","0","0","17","0.0","0.0","1.6%"
"578","Malik Reed (MIA)","8","17","1","2","0","0","0","0","12","0.0","0.0","0.7%"
"579","Renell Wren (PIT)","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"580","Cortez Broughton (BUF)","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"581","Justin Hollins (GB)","18","15","3.5","0","0","1","1","0","16","0.0","0.0","0.7%"
"582","Chris Slayton (GB)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"583","L.J. Collier (ARI)","3","4","0","2","0","0","0","0","7","0.0","0.0","3.7%"
"584","Quinton Bell (FA)","2","1","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"585","Matt Nelson (DET)","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"586","Dennis Gardeck (ARI)","14","7","1","1","1","1","0","0","13","0.0","0.0","0.4%"
"587","Tyler Lancaster (DEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"588","Jachai Polite (LAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"589","Oshane Ximines (NYG)","15","9","2","2","0","1","1","0","13","0.0","0.0","0.3%"
"590","Albert Huggins (ATL)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"591","Rashan Gary (GB)","21","11","6","1","0","1","1","0","9","0.0","0.0","11.4%"
"592","DeMarquis Gates (CHI)","0","1","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"593","Preston Smith (GB)","38","21","8.5","1","0","1","0","0","16","0.0","0.0","11.5%"
"594","Markus Golden (PIT)","22","26","2.5","0","0","0","0","0","17","0.0","0.0","1.2%"
"595","Za'Darius Smith (CLE)","32","12","10","5","0","2","0","0","16","0.0","0.0","18.5%"
"596","Bud Dupree (ATL)","14","4","4","0","0","1","2","0","11","0.0","0.0","3.3%"
"597","Danny Shelton (KC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"598","Eddie Goldman (ATL)","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"599","Zach Wood (NO)","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"600","Tyus Bowser (BAL)","8","5","2","2","0","1","0","0","9","0.0","0.0","10.6%"
"601","Derek Rivers (HOU)","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"602","Jordan Willis (LV)","6","5","2","0","0","1","1","0","7","0.0","0.0","5.2%"
"603","T.J. Watt (PIT)","27","12","5.5","5","2","1","0","0","10","0.0","0.0","75.7%"
"604","Brandin Bryant (FA)","2","1","0","0","0","0","0","0","2","0.0","0.0","0.3%"
"605","Takk McKinley (FA)","0","1","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"606","Derek Barnett (PHI)","0","0","0","0","0","0","0","0","0","0","0","2.1%"
"607","Sheldon Day (MIN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"608","Matthew Judon (NE)","36","24","15.5","3","0","2","1","0","17","0.0","0.0","37.6%"
"609","Leonard Floyd (BUF)","31","28","9","0","0","0","1","0","17","0.0","0.0","5.6%"
""
""
