"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"396","Marvell Tell III (CIN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"397","Myles Dorn (FA)","0","0","0","0","0","0","0","0","3","0.0","0.0","0.1%"
"398","Ike Brown (LV)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"399","Kenny Robinson Jr. (PIT)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"400","Stantley Thomas-Oliver III (CAR)","0","0","0","0","0","0","0","0","2","0.0","0.0","0.1%"
"401","Tino Ellis (MIA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"402","Javelin Guidry (NYJ)","0","0","0","0","0","0","0","0","3","0.0","0.0","0.3%"
"403","Jovante Moffatt (ARI)","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"404","Bopete Keyes (CLE)","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"405","Jared Mayden (BUF)","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"406","Troy Pride Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"407","Madre Harper (PIT)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"408","Gavin Heslop (FA)","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"409","Jarren Williams (DET)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"410","Henry Black (IND)","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"411","Michael Jacquet III (LAC)","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"412","Grayland Arnold (HOU)","0","0","0","0","0","0","0","0","5","0.0","0.0","0.3%"
"413","Khalil Dorsey (DET)","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"414","Jaylon Jones (IND)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"415","Avery Young (SF)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"416","Jammie Robinson (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.5%"
"417","Brenden Schooler (NE)","0","0","0","0","0","0","2","0","11","0.0","0.0","0.0%"
"418","Duron Lowe (TB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"419","Antonio Johnson (JAC)","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"420","Trenton Thompson (NYG)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"421","DaMarcus Fields (WAS)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"422","Ferrod Gardner (WAS)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"423","Benjie Franklin (SEA)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"424","Brandon Joseph (DET)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"425","Cam Smith (MIA)","0","0","0","0","0","0","0","0","0","0","0","0.5%"
"426","Clark Phillips III (ATL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"427","Eli Ricks (PHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"428","Joey Porter Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","5.0%"
"429","Kelee Ringo (PHI)","0","0","0","0","0","0","0","0","0","0","0","1.6%"
"430","Darren Evans (NYG)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"431","Trevor Denbow (IND)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"432","Delonte Hood (DEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"433","Quandre Mosely (NE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"434","Juanyeh Thomas (DAL)","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"435","Marcel Dabo (IND)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"436","Bryce Cosby (LV)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"437","Don Gardner (TB)","0","0","0","0","0","0","0","0","1","0.0","0.0","2.0%"
"438","Jarrick Bernard-Converse (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"439","Chris Steele (FA)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"440","Amari Burney (LV)","0","0","0","0","0","0","0","0","0","0","0","0.5%"
"441","Sterling Weatherford (CHI)","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"442","Vincent Gray (LAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"443","Yusuf Corker (CIN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"444","Tycen Anderson (CIN)","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"445","Shaun Jolly (LAR)","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"446","Tiawan Mullen (LAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"447","Lewis Cine (MIN)","0","0","0","0","0","0","0","0","0","0","0","5.3%"
"448","Mario Goodrich (PHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"449","Smoke Monday (NO)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"450","Bralen Trahan (CHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"451","Qwuantrezz Knight (SF)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"452","Garrett Williams (ARI)","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"453","Brad Hawkins (NE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"454","Tayler Hawkins (SF)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"455","Cobie Durant (LAR)","14","6","1","5","3","0","0","1","9","0.0","0.0","0.0%"
"456","Faion Hicks (DEN)","0","0","0","0","0","0","0","0","3","0.0","0.0","1.1%"
"457","Deane Leonard (LAC)","0","0","0","0","0","0","1","0","7","0.0","0.0","0.0%"
"458","Tariq Carpenter (GB)","0","0","0","0","0","0","0","0","7","0.0","0.0","0.4%"
"459","Nazeeh Johnson (KC)","0","0","0","0","0","0","0","0","6","0.0","0.0","0.3%"
"460","Mike Brown (TEN)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"461","Tristin McCollum (PHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"462","Cobi Francis (HOU)","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"463","Kalon Barnes (MIN)","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"464","Kyler McMichael (ARI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"465","Darrell Baker Jr. (IND)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"466","Josh Thompson (TEN)","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"467","Gemon Green (NYG)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"468","Jonathan Sutherland (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"469","Macon Clark (CHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"470","Caleb Biggers (CLE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"471","Cole Coleman (IND)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"472","Aaron Maddox (IND)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"473","Alex Cook (NYG)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"474","Trey Dean (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"475","Larry Brooks III (CIN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"476","Marquis Waters (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"477","Derrick Langford (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"478","Montrae Braswell (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"479","Anthony Cook (KC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"480","Isaiah Norman (KC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"481","Reese Taylor (KC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"482","Christian Young (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"483","Morrell Osling III (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"484","Mark Milton (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"485","Nick Whiteside (WAS)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"486","Timarcus Davis (LAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"487","Tanner Ingle (LAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"488","Jordan Jones (LAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"489","Tyon Davis (LAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"490","Cameron McCutcheon (LAR)","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"491","Rashad Torrence II (LAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"492","D'Shawn Jamison (SF)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"493","Kendall Smith (WAS)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"494","Ty Okada (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"495","D.J. Stirgus (WAS)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"496","Quavian White (ARI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"497","Kendell Brooks (ARI)","0","0","0","0","0","0","0","0","0","0","0","5.0%"
"498","Benny Sapp III (GB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"499","James Campbell (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"500","Lance Boykin (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"501","Arquon Bush (SEA)","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"502","Colby Richardson (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"503","Rejzohn Wright (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"504","Kaleb Hayes (JAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"505","Clifford Chattman (ATL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"506","Ekow Boye-Doe (KC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"507","Jordan Perryman (LV)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"508","Kedrick Whitehead Jr. (TB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"509","Latavious Brini (JAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"510","Eric Garror (TEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"511","Natrone Brooks (ATL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"512","Armani Marsh (TEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"513","L.J. Davis (TEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"514","Adrian Frye (NO)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"515","Steven Gilmore (DET)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"516","Kahlef Hailassie (KC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"517","Cam Brown (LAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"518","D'Angelo Mandell (DAL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"519","Jordan Swann (BAL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"520","Michael Tutsie (IND)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"521","Jaydon Grant (LV)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"522","Azizi Hearn (LV)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"523","Jeremy Lucien (BAL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"524","Starling Thomas V (DET)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"525","Ronnie Hickman Jr. (CLE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"526","Tanner McCalister (CLE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"527","William Hooper (GB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"528","Jaquan Amos (BAL)","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"529","Tyreque Jones (TEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"530","Ethan Bonner (MIA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"531","Keidron Smith (MIA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"532","Corey Mayfield Jr. (BAL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"533","Matthew Jackson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"534","Bennett Williams (MIA)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"535","Keenan Isaac (TB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"536","Derrek Pitts (TB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"537","Christian Izien (TB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"538","Kaevon Merriweather (TB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"539","Art Green (DEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"540","Anthony Kendall (TEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"541","Divaad Wilson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"542","Xavier Henderson (WAS)","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"543","Anthony Johnson Jr. (GB)","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"544","Clark Phillips III (ATL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"545","Devon Witherspoon (SEA)","0","0","0","0","0","0","0","0","0","0","0","13.8%"
"546","JL Skinner (DEN)","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"547","Ji'Ayir Brown (SF)","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"548","DJ Turner II (CIN)","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"549","Tyrique Stevenson (CHI)","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"550","Jakorian Bennett (LV)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"551","Myles Brooks (DAL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"552","Daniel Scott (IND)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"553","Brian Branch (DET)","0","0","0","0","0","0","0","0","0","0","0","7.8%"
"554","Jay Ward (MIN)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"555","Emmanuel Forbes (WAS)","0","0","0","0","0","0","0","0","0","0","0","5.6%"
"556","Cameron Mitchell (CLE)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"557","Quindell Johnson (LAR)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"558","Julius Brents (IND)","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"559","Christian Gonzalez (NE)","0","0","0","0","0","0","0","0","0","0","0","9.0%"
"560","Cory Trice Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"561","Ayo Oyelola (JAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"562","Steven Jones Jr. (TEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"563","Tre Hawkins III (NYG)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"564","Mekhi Blackmon (MIN)","0","0","0","0","0","0","0","0","0","0","0","0.5%"
"565","NaJee Thompson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"566","C.J. Coldon (MIN)","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"567","Jaylin Williams (MIN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"568","Ameer Speed (NE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"569","Isaiah Bolden (NE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"570","Anthony Johnson (NO)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"571","Jordan Howden (NO)","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"572","Gervarrius Owens (NYG)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"573","Chamarri Conner (KC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"574","AJ Finley (LAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"575","AJ Uzodinma (LAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"576","Tyler Baker-Williams (LAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"577","Jerrick Reed II (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"578","Jalen Graham (SF)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"579","Darrell Luter Jr. (SF)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"580","Jason Taylor II (LAR)","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"581","Josh Hayes (TB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"582","Nic Jones (KC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"583","Erick Hallett II (JAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"584","Tyrell Ford (GB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"585","Riley Moss (DEN)","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"586","Deonte Banks (NYG)","0","0","0","0","0","0","0","0","0","0","0","3.8%"
"587","Kyu Blu Kelly (BAL)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"588","Sydney Brown (PHI)","0","0","0","0","0","0","0","0","0","0","0","3.7%"
"589","Leonard Johnson (NYG)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"590","Darius Rush (IND)","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"591","Terell Smith (CHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"592","Mekhi Garner (PHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"593","Jartavius Martin (WAS)","0","0","0","0","0","0","0","0","0","0","0","3.5%"
"594","Christian Braswell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"595","Chris Smith II (LV)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"596","Kei'Trel Clark (ARI)","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"597","DeMarcco Hellams (ATL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"598","Alex Austin (BUF)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"599","Kendall Williamson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"600","DJ Ivey (CIN)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"601","Eric Scott Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"602","Carrington Valentine (GB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"603","Brandon Hill (HOU)","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"604","Tre'Vius Hodges-Tomlinson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"605","Shemar Jean-Charles (GB)","0","0","0","0","0","0","0","0","3","0.0","0.0","0.1%"
"606","Mark Webb Jr. (LAC)","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"607","Richard LeCounte III (LAR)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"608","D'Angelo Amos (DET)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"609","Chris Wilcox (PIT)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"610","Augie Contressa (TB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"611","Tariq Castro-Fields (WAS)","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"612","Bryce Thompson (MIA)","0","0","0","0","0","0","0","0","2","0.0","0.0","0.9%"
"613","Brady Breeze (DET)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"614","Trill Williams (MIA)","0","0","0","0","0","0","0","0","4","0.0","0.0","4.0%"
"615","J.T. Ibe (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"616","Devon Key (DEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"617","Kiondre Thomas (GB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"618","Isaiah Dunn (SEA)","0","0","0","0","0","0","0","0","3","0.0","0.0","0.3%"
"619","Jordan Battle (CIN)","0","0","0","0","0","0","0","0","0","0","0","5.8%"
"620","Joshuah Bledsoe (NE)","0","0","0","0","0","0","0","0","2","0.0","0.0","0.4%"
"621","Chris Jackson (TEN)","1","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"622","Josh Jobe (PHI)","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"623","Bubba Bolden (CLE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"624","Tay Gowan (MIN)","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"625","Tyree Gillespie (HOU)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"626","Greg Gatson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"627","Jamar Wall (PHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"628","Dominique Harris (TB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"629","Nickell Robey-Coleman (FA)","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"630","Dontae Johnson (FA)","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"631","Cody Davis (NE)","0","0","0","0","0","0","0","0","4","0.0","0.0","0.1%"
"632","Brian Williams (NYG)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"633","Malcolm Williams (NE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"634","Jon Corto (BUF)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"635","Jamar Adams (PHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"636","Chip Vaughn (IND)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"637","Jonathan Wade (MIA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"638","Marcus Hudson (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"639","Derrick Martin (CHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"640","Chevis Jackson (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"641","Adrian Colbert (CHI)","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"642","Breon Borders (ATL)","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"643","Charles Washington (FA)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"644","Kevin Toliver II (IND)","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"645","Deionte Thompson (FA)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"646","Lukas Denis (ATL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"647","Sheldrick Redwine (DAL)","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"648","Craig James (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"649","Dallin Leavitt (GB)","0","0","0","0","0","0","0","0","9","0.0","0.0","15.1%"
"650","Marcus Allen (FA)","0","0","0","0","0","0","0","0","10","0.0","0.0","0.3%"
"651","Steven Parker (FA)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.4%"
"652","Darius Phillips (HOU)","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"653","Duke Dawson Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"654","Davontae Harris (FA)","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"655","Troy Apke (WAS)","0","0","0","0","0","0","0","0","2","0.0","0.0","0.3%"
"656","Dane Cruikshank (NYJ)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"657","Isaac Yiadom (NO)","0","0","0","0","0","0","0","0","3","0.0","0.0","0.3%"
"658","C.J. Goodwin (DAL)","0","0","0","0","0","0","0","0","7","0.0","0.0","0.3%"
"659","Will Redmond (FA)","0","0","0","0","0","0","0","0","3","0.0","0.0","0.3%"
"660","Miles Killebrew (PIT)","0","0","0","0","0","0","0","0","6","0.0","0.0","0.4%"
"661","Artie Burns (SEA)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"662","Anrdre Hal (HOU)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"663","Anthony Harris (FA)","0","0","0","0","0","0","0","0","2","0.0","0.0","0.3%"
""
""
