"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"369","Maalik Hall (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"370","Cam Jones (KC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"371","Eku Leota (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"372","Trevor Nowaske (DET)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"373","Mitchell Agude (MIA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"374","BJ Thompson (KC)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"375","Keir Thomas (LAR)","3","0","0","0","0","0","0","0","4","0.0","0.0","0.8%"
"376","Jack Cochrane (KC)","0","0","0","0","0","0","0","0","8","0.0","0.0","0.3%"
"377","Benton Whitley (MIN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"378","Jake Hummel (LAR)","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"379","Kana'i Mauga (LV)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"380","Forrest Rhyne (FA)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"381","Owen Carney Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"382","Vi Jones (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"383","Ty Shelby (LAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"384","Tyreek Maddox-Williams (LAC)","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"385","Ferrod Gardner (WAS)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"386","Trenton Simpson (BAL)","0","0","0","0","0","0","0","0","0","0","0","4.7%"
"387","Marcelino McCrary-Ball (SF)","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"388","Segun Olubi (IND)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"389","Noah Sewell (CHI)","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"390","Nolan Smith (PHI)","0","0","0","0","0","0","0","0","0","0","0","7.9%"
"391","Owen Pappoe (ARI)","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"392","Drew Sanders (DEN)","0","0","0","0","0","0","0","0","0","0","0","8.5%"
"393","Lukas Van Ness (GB)","0","0","0","0","0","0","0","0","0","0","0","16.6%"
"394","DeMarvion Overshown (DAL)","0","0","0","0","0","0","0","0","0","0","0","2.9%"
"395","Jack Campbell (DET)","0","0","0","0","0","0","0","0","0","0","0","22.1%"
"396","Daiyan Henley (LAC)","0","0","0","0","0","0","0","0","0","0","0","4.9%"
"397","Mohamoud Diabate (CLE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"398","Ivan Pace Jr. (MIN)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"399","Dorian Williams (BUF)","0","0","0","0","0","0","0","0","0","0","0","4.1%"
"400","Nick Herbig (PIT)","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"401","Christian Elliss (PHI)","5","2","0","0","0","0","0","0","3","0.0","0.0","0.4%"
"402","Hamilcar Rashed Jr. (TB)","0","0","0","0","0","0","0","0","0","0","0","2.1%"
"403","Rex Sunahara (PIT)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"404","Aaron Patrick (DEN)","0","0","0","0","0","0","0","0","3","0.0","0.0","0.3%"
"405","Quincy Roche (PIT)","0","1","0","0","0","0","0","0","2","0.0","0.0","0.3%"
"406","Odafe Oweh (BAL)","30","13","3","0","0","1","1","0","17","0.0","0.0","13.5%"
"407","Chazz Surratt (NYJ)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"408","Adetokunbo Ogundeji (ARI)","19","23","2","0","0","0","0","0","15","0.0","0.0","0.0%"
"409","Victor Dimukeje (ARI)","10","3","0","0","0","0","0","0","11","0.0","0.0","0.3%"
"410","Cameron McGrone (IND)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.5%"
"411","Jaelan Phillips (MIA)","37","23","7","2","0","1","1","0","17","0.0","0.0","18.9%"
"412","Pat Jones II (MIN)","12","9","4","0","0","0","0","0","15","0.0","0.0","0.7%"
"413","Kobe Jones (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"414","Nick Niemann (LAC)","0","0","0","0","0","0","0","0","3","0.0","0.0","0.3%"
"415","Sam Kamara (CLE)","0","0","0","0","0","0","0","0","0","0","0","8.7%"
"416","Buddy Johnson (FA)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"417","Caleb Johnson (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"418","Grant Stuard (IND)","0","0","0","0","0","0","0","0","8","0.0","0.0","0.4%"
"419","Chris Rumph II (LAC)","6","4","2","1","0","0","0","0","13","0.0","0.0","1.1%"
"420","Brenton Cox Jr. (GB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"421","Jeremiah Moon (BAL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"422","Charles Snowden (TB)","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"423","Rashad Weaver (TEN)","18","9","5.5","6","0","2","1","0","15","0.0","0.0","1.0%"
"424","Ronnie Perkins (NE)","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"425","Elerson Smith (NYG)","0","1","0","0","0","0","0","0","3","0.0","0.0","0.3%"
"426","Patrick Johnson (PHI)","5","2","0","0","0","1","1","0","14","0.0","0.0","0.4%"
"427","Jonathon Cooper (DEN)","20","25","2","0","0","0","0","0","13","0.0","0.0","1.1%"
"428","Jamien Sherwood (NYJ)","9","3","0.5","0","0","0","0","0","8","0.0","0.0","3.4%"
"429","Divine Deablo (LV)","38","36","0","1","0","0","0","0","8","0.0","0.0","31.6%"
"430","Najee Goode (IND)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"431","Bruce Irvin (FA)","18","10","3.5","0","0","0","0","0","11","0.0","0.0","0.0%"
"432","Nathan Triplett (LAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"433","Melvin Ingram III (FA)","15","7","6","1","0","1","2","1","17","0.0","0.0","0.4%"
"434","Tom Wort (TEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"435","Jamie Collins Sr. (FA)","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"436","Steven Means (FA)","1","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"437","Markell Carter (NE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"438","Justin Houston (FA)","14","7","9.5","1","1","1","0","0","13","0.0","0.0","0.8%"
"439","Ross Homan (MIN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"440","Akinola Ayodele (BUF)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"441","Jason Pierre-Paul (FA)","17","9","3","5","1","0","0","0","11","0.0","0.0","0.6%"
"442","Scott McKillop (SF)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"443","Marcell Harris (FA)","6","4","0","0","0","0","0","0","8","0.0","0.0","0.3%"
"444","Luke Rhodes (IND)","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"445","Taybor Pepper (SF)","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"446","Haason Reddick (PHI)","35","14","16","3","0","5","3","0","17","0.0","0.0","44.6%"
"447","Zach Triner (TB)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"448","Jihad Ward (NYG)","28","15","3","4","0","2","0","0","16","0.0","0.0","1.5%"
"449","Nick Kwiatkoski (PIT)","0","0","0","0","0","0","0","0","5","0.0","0.0","0.5%"
"450","Tyler Matakevich (BUF)","0","0","0","0","0","0","0","0","7","0.0","0.0","0.3%"
"451","Miles Killebrew (PIT)","0","0","0","0","0","0","0","0","6","0.0","0.0","0.4%"
"452","Reid Ferguson (BUF)","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"453","Malik Jefferson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"454","Arden Key (TEN)","16","11","4.5","2","0","0","1","0","17","0.0","0.0","0.7%"
"455","Harold Landry III (TEN)","0","0","0","0","0","0","0","0","0","0","0","27.0%"
"456","Marcus Allen (FA)","0","0","0","0","0","0","0","0","10","0.0","0.0","0.3%"
"457","Jordan Thomas (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"458","Ola Adeniyi (FA)","2","1","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"459","Joel Iyiegbuniwe (FA)","0","0","0","0","0","0","0","0","3","0.0","0.0","0.1%"
"460","Christian Kuntz (PIT)","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"461","Andre Smith (ATL)","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"462","Jason Cabinda (DET)","0","0","0","0","0","0","0","0","7","0.0","0.0","0.1%"
"463","Kenny Young (FA)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"464","Travin Howard (BUF)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.4%"
"465","Ifeadi Odenigbo (NYJ)","9","9","3.5","0","0","1","0","0","12","0.0","0.0","0.0%"
"466","Elijah Lee (FA)","0","0","0","0","0","0","1","0","6","0.0","0.0","0.1%"
"467","Tarell Basham (CIN)","1","4","0","0","0","0","0","0","5","0.0","0.0","0.7%"
"468","Tanoh Kpassagnon (NO)","15","13","2","0","0","0","0","0","12","0.0","0.0","1.3%"
"469","Calvin Munson (NE)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"470","Thomas Hennessy (NYJ)","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"471","Carl Nassib (FA)","15","8","3.5","3","0","0","1","0","13","0.0","0.0","0.3%"
"472","Randy Gregory (DEN)","7","5","2","0","0","2","0","0","7","0.0","0.0","5.3%"
"473","Landon Collins (FA)","6","8","1","2","1","0","0","1","5","0.0","0.0","0.5%"
"474","Shane Ray (BUF)","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"475","Trey Flowers (FA)","1","3","0","0","0","0","0","0","4","0.0","0.0","0.3%"
"476","Danielle Hunter (MIN)","46","19","10.5","3","0","1","0","0","17","0.0","0.0","41.9%"
"477","J.T. Thomas (JAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"478","Rick Lovato (PHI)","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"479","Patrick Scales (CHI)","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"480","Andrew DePaola (MIN)","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"481","Josh Harris (LAC)","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"482","JJ Jansen (CAR)","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"483","Jake McQuaide (DET)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"484","Joe Cardona (NE)","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"485","Casey Kreiter (NYG)","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"486","Charley Hughlett (CLE)","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"487","Morgan Cox (TEN)","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"488","Matt Overton (FA)","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"489","Carson Tinker (FA)","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"490","Jon Weeks (HOU)","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"491","Aaron Brewer (ARI)","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"492","Toby Ndukwe (PIT)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
""
""
